open,high,low,close,volume,trade_count,vwap,sma5,sma50,sma100,ema20,rsi14,macd,upperBB,lowerBB,ATR14,momentum,deviation,zscore,target
231.07,235.0,230.43,233.33,69878546.0,740719.0,232.806434,227.908,208.42120000000003,206.78670000000002,216.53066593307702,70.33880690085222,2.4069519269335764,232.5917491109975,196.73325088900248,5.865714285714288,0.710000000000008,24.908799999999985,2.0823515680363522,0
234.055,235.12,230.85,232.78,51916275.0,558697.0,232.705778,230.458,209.01139999999998,206.9318,218.07822155849826,69.46847960444993,2.4312576962804346,235.30874654236993,196.29225345763007,6.039285714285717,-4.090000000000003,23.76860000000002,1.7407510165634055,0
234.0,234.28,229.335,231.59,56038657.0,503028.0,231.704507,230.906,209.5868,207.0404,219.36505760054604,67.69572235673928,2.2122582729896365,237.41658654816976,196.22541345183024,6.265000000000002,-9.939999999999998,22.003199999999993,1.434190763682082,0
231.7,233.12,230.11,230.89,37476188.0,430736.0,231.217025,231.648,210.192,207.11180000000002,220.46267116239878,70.66133108677333,1.8784686513794036,239.14977412596878,196.33322587403123,6.195000000000001,-13.710000000000008,20.69799999999998,1.2283568420913034,0
231.275,232.87,229.35,230.56,39402564.0,445624.0,230.871535,231.83,210.7248,207.2021,221.42432152788462,73.59069971484972,1.5095596864251863,240.63585442029625,196.46314557970373,6.112857142857146,-13.909999999999997,19.835200000000015,1.0875946090010182,0
229.98,230.47,225.77,226.01,42263865.0,527559.0,226.822557,230.36599999999999,211.216,207.22369999999998,221.86105281094322,68.94780106863952,0.8652262817852785,241.36791918377986,196.91708081622016,6.263571428571431,-18.860000000000014,14.793999999999983,0.6179860944995714,0
226.27,226.52,223.7804,224.9,30621249.0,406761.0,224.999731,228.79000000000002,211.66060000000002,207.2937,222.15047635275818,75.25796321220278,0.2995999338094828,241.9153146373252,197.4836853626748,5.596400000000003,-20.930000000000007,13.23939999999999,0.468179995638112,1
226.17,229.09,225.41,227.76,42477811.0,488076.0,227.773995,228.02399999999997,212.24020000000002,207.35,222.68471670011454,76.26425650957606,0.06562998845993828,242.71082324545432,198.07617675454566,5.452471428571433,-17.79000000000002,15.519799999999975,0.6601598156714813,0
226.48,229.3,226.23,227.16,30983133.0,426385.0,228.00732,227.27799999999996,212.7994,207.38969999999998,223.11093415724648,75.98627787307035,-0.16915775865188198,243.35194188760977,198.7460581123903,5.44461428571429,-19.939999999999998,14.360600000000005,0.5479994550310777,1
226.87,229.49,224.69,229.31,54575107.0,405233.0,228.201037,227.02800000000002,213.4566,207.44389999999999,223.70132138036587,70.87883515340616,-0.21626600614526215,244.04693427712294,199.855065722877,4.897471428571434,-17.72999999999999,15.853399999999993,0.6660953918223028,1
228.61,230.9,228.26,230.49,31259513.0,387841.0,230.001615,227.92400000000004,214.09799999999998,207.7169,224.34786220128342,65.91600730371275,-0.2046811069866301,244.5567630612705,201.4892369387295,4.543185714285721,-9.870000000000005,16.392000000000024,0.6935155716865647,1
230.82,233.41,229.335,232.56,38074700.0,423338.0,232.080517,229.456,214.83640000000003,208.15869999999998,225.12997056306594,56.26708317063649,-0.0996515496955146,244.91238563309778,203.63261436690217,3.9949714285714344,-4.740000000000009,17.723599999999976,0.8030567753447546,0
